year,longitude,latitude,where_coordinates,best,deaths_civilians
1997,80.3982,9.3961,Kilinochchi town,8,0
1997,80.0868,8.8014,Kovitkulam village,8,1
1997,80.4501,9.0418,Putuvilankulam locality,7,0
1997,80.3541,9.4212,Kilinochchi district,3,0
1997,80.29,9.6027,Tattovankotte locality,1,0
1997,80.148288,9.697022,Madduvil village,1,0
1997,81.24523,7.951569,Welikanda locality,5,0
1998,80.151,9.66,Chavakachcheri town,4,0
1998,81.4997,7.75,Batticaloa district,5,0
1998,80.5351,9.1516,Karuppaddamurippu town,5,0
1998,81.75,7.0833,Ampara district,5,0
1998,81.2009,8.6728,Nilaveli town,5,0
1998,81.8551,6.9603,Murangatena Kalapu locality,5,0
1998,80.6582,9.0597,Nedunkeni town,4,0
1998,81.783333,7.516667,Kalawanchikuddy town,2,0
1998,80.443,9.1304,Mankulam town,13,0
1998,79.847778,6.931944,Colombo city,22,19
1998,81.5773,7.7995,Vantharumoolai locality,1,0
1998,81.027556,8.970945,Water off Pulmoddai village,10,0
1998,81.816667,7.416667,Kalmunai town,4,0
1998,80.2509,9.6756,Mirusavi locality,7,0
1998,80.41667,9.16667,North Eastern province,45,0
1998,80.3982,9.3961,Kilinochchi town,149,0
1998,80.4887,9.1516,Olumadu town,12,0
1998,80.596,9.0293,Nainamadu village,9,0
1998,81.6038,7.7782,Eravur town,3,2
1998,80.95,8.99989,Kokkilai town,15,0
1998,81.268602,8.574601,Waters off Trincomale town,25,0
1998,80.10601,9.744961,Puttur town,5,1
1998,81.7418,7.0897,Kanchikudicharu locality,5,0
1998,81.3,7.4,Lahugala town,3,0
1998,81,8,Polonnaruwa district,1,0
1998,80.083333,9.75,Jaffna district,7,0
1998,81.1623,8.7353,Kumburupiddy town,6,0
1998,80.446249,9.129277,Vanni region,83,0
1998,80.333333,9.6,Pallai locality,1,0
1998,81.766667,7.5,Kodaimedu village,3,0
1998,81.266667,8.45,Mutur town,6,0
1998,81.8765,7.0238,Sangamankanda point,2,0
1998,80.232807,9.333406,Kunchukkulam village,3,0
1998,81.028056,8.368333,Kantalai town,3,0
1998,81.533333,7.916667,Valaichchenai town,2,0
1998,80.3138,8.6659,Cheddikulam town,13,0
1998,80.233333,9.816667,Point Pedro town,3,0
1998,80.0137,9.6567,Jaffna town,4,0
1998,80.4002,9.4413,Paranthan town,7,0
1998,81.467656,8.253895,waters off Verukal town,20,0
1998,81.591,7.786,Chenkalady town,30,0
1998,80.485,9.2116,Ampakamam village,25,0
1998,81.65,7.55,Pulukunava locality,24,0
1998,81.533333,7.866667,Thoppigala area,22,0
1998,80.3541,9.4212,Kilinochchi district,12,0
1998,81.083333,8.583333,Trincomalee district,9,0
1998,81.283333,8.45,Kaddaiparichchan town,12,0
1998,81.783333,7.566667,Mankadu locality,11,0
1998,80.9737,8.7873,Halambe wewa reservoir,3,0
1998,80.4677,9.5455,Pothunakam village,5,0
1998,81.232046,8.252937,Sirimangalapura village,12,0
1998,79.551054,9.113834,water off Mannar island,2,0
1998,79.996577,10.04524,waters north off Sri Lanka,4,0
1998,82.347162,7.86617,water off east coast Sri Lanka,4,0
1998,81.366667,8.25,Verukal town,7,0
1998,80.896294,9.253387,water off northeastern coast Sri Lanka,31,0
1998,80.083333,8.866667,Mannar district,4,0
1998,80.6526,9.1513,Oddusuddan town,15,0
1998,80.498,8.8786,Vavuniya district,4,0
1998,80.472,9.1814,Pulumaichchinatikulam village,4,0
1998,79.696867,9.375899,waterts south of Delft island,15,0
1998,81,7,Sri Lanka,14,0
1998,80.5148,9.0508,Kanakarayankulam town,2,0
1998,80.383333,9.133333,Vannivilankulam locality,5,0
1998,81.5048,7.8605,Pulipainchakal locality,62,0
1999,80.083333,9.75,Jaffna district,4,0
1999,80.6526,9.1513,Oddusuddan town,6,0
1999,81.193734,8.854475,Waters off Kuchchaveli town,2,0
1999,80.41667,9.16667,North Eastern province,3,0
1999,80.443,9.1304,Mankulam town,3,0
1999,80.485,9.2116,Ampakamam village,41,0
1999,81.027556,8.970945,Water off Pulmoddai village,30,0
1999,81.4997,7.75,Batticaloa district,3,0
1999,80.6582,9.0597,Nedunkeni town,3,0
1999,80.5887,8.9698,Anantarpuliyankulam town,7,0
1999,80.019408,9.650166,Gurunagar village,11,0
1999,80.896294,9.253387,water off northeastern coast Sri Lanka,7,0
1999,80.5351,9.1516,Karuppaddamurippu town,4,0
1999,80.446249,9.129277,Vanni region,18,0
1999,80.383333,9.133333,Vannivilankulam locality,6,0
1999,80.4255,9.4989,Thadduvankoddy village,5,0
1999,80.833333,9.133333,Andankulam town,4,0
1999,80.4002,9.4413,Paranthan town,13,0
1999,81,7,Sri Lanka,4,0
1999,81.4515,7.6004,Kosgolla locality,1,0
1999,81.75,7.0833,Ampara district,17,16
1999,80.6739,9.0972,Tanduvan village,4,0
1999,79.847778,6.931944,Colombo city,9,0
1999,80.5381,8.7934,Dickwewa locality,6,0
1999,79.921728,8.944967,Thallady locality,12,3
1999,80.0137,9.6567,Jaffna town,3,0
1999,81.083333,8.583333,Trincomalee district,1,0
1999,80.166667,8.983333,Periyamadhu town,38,0
1999,81.6924,7.7102,Batticaloa town,9,0
1999,80.8,9.116667,Manal Aru stream,5,0
1999,80.3541,9.4212,Kilinochchi district,4,0
1999,81.433333,8.133333,Vakarai town,2,0
1999,80.4992,8.8644,Omantai town,6,0
1999,81.833333,7.383333,Karativu town,6,0
1999,80.45,9.45,Korakkankaddu village,3,0
1999,81.65,7.55,Pulukunava locality,12,0
1999,80.3138,8.6659,Cheddikulam town,4,0
1999,80.2,8.916667,Palampiddi town,169,0
1999,81.5005,7.7518,Palamadu town,1,0
1999,80.497599,9.454395,Kandavalai village,4,0
1999,80.204244,8.889044,Thadchanamarudamadu locality,10,0
1999,81.028056,8.368333,Kantalai town,4,0
1999,80.41667,9.16667,former Northern province,8,0
1999,81.1,8.066667,Sungavila village,2,1
1999,79.710487,9.132504,Waters off Talaimannar village,15,0
1999,81.045087,9.03835,waters off Kokkilai town,25,0
1999,80.318889,9.535833,Kilali lagoon,3,0
1999,79.933333,8.883333,Vankalai locality,7,0
1999,80.4049,9.5242,Elephant Pass,52,0
1999,80.4887,9.1516,Olumadu town,8,0
1999,80.9935,8.1471,Gajabapura village,10,0
1999,80.498,8.8786,Vavuniya district,14,0
1999,80.856352,9.040104,Janakapura village,17,0
1999,81.505853,7.944797,Thirukkondaiadimadu town,6,0
1999,80.885115,9.297655,water off Mullaittivu town,4,0
1999,81.75,7.583333,Water,2,0
1999,80.4,9.566667,Iyakachchi town,101,0
1999,81.466667,7.933333,Meeyankulam locality,11,0
2000,80.4049,9.5242,Elephant Pass,40,0
2000,80.4,9.566667,Iyakachchi town,36,0
2000,79.847778,6.931944,Colombo city,7,0
2000,80.083333,9.75,Jaffna district,21,0
2000,81.6924,7.7102,Batticaloa town,6,4
2000,80.233333,9.816667,Point Pedro town,2,0
2000,80.4971,8.7514,Vavuniya town,5,0
2000,80.41667,9.16667,North Eastern province,13,0
2000,80.0923,9.6243,Ariyalai town,6,0
2000,81.533333,7.916667,Valaichchenai town,13,0
2000,81.083333,8.583333,Trincomalee district,4,0
2000,81.2335,8.5711,Trincomalee town,14,1
2000,80.8,9.116667,Manal Aru stream,11,0
2000,80.896294,9.253387,water off northeastern coast Sri Lanka,10,0
2000,80.3093,9.7008,Nagarkovil town,20,0
2000,81.183333,7.766667,Aralaganwila town,15,4
2000,81.268602,8.574601,Waters off Trincomale town,9,0
2000,80.406168,9.518837,A9 causeway,58,0
2000,80.0137,9.6567,Jaffna town,20,0
2000,80.083333,9.8,Palali locality,7,0
2000,80.151,9.66,Chavakachcheri town,4,0
2000,80.1508,9.6316,Thanankilappu locality,26,0
2000,80.166667,9.683333,Sarasalai locality,4,0
2000,81.666667,7.283333,Ampara town,18,0
2000,79.8672,6.8175,Ratmalana locality,22,0
2000,80.1317,9.6735,Kaithadi town,3,0
2000,80.2937,9.6169,Vempodukerny locality,3,0
2000,81.41667,7.83333,former Eastern province,4,0
2000,80.2785,9.6078,Ponnar locality,1,0
2000,81.75,7.0833,Ampara district,2,0
2000,80.2937,9.6364,Muhamalai town,15,0
2000,80.266667,9.616667,Kilali town,5,0
2000,80.252724,8.804925,Periyathampanai village,6,0
2000,81.283333,8.45,Kaddaiparichchan town,4,0
2000,81.4997,7.75,Batticaloa district,3,0
2000,81,7,Sri Lanka,2,0
2000,80.1853,9.6549,Allarai locality,2,0
2000,80.41667,9.16667,former Northern province,14,0
2000,81.816667,7.416667,Kalmunai town,3,0
2000,80.183333,9.7,Manduvil town,15,0
2000,81.266667,8.45,Mutur town,24,0
2000,80.2702,9.6782,Eluthumadduval town,2,0
2000,80.4923,8.5345,Medawachchiya town,13,0
2000,80.1345,9.6658,Nunavil locality,5,0
2000,80.85,9.15,Alampil town,12,0
2000,80.4992,8.8644,Omantai town,11,0
2000,80.148288,9.697022,Madduvil village,27,0
2000,80.7556,8.7729,Padaviya tank,3,0
2000,81.1623,8.7353,Kumburupiddy town,4,0
2000,80.3724,9.6511,Chempiyanpattu,9,0
2000,80.1902,8.7558,Paraiyanalakulam town,9,1
2000,81.65,7.466667,Bakkiella town,7,0
2000,80.0831,9.6568,Navatkuli town,17,0
2001,80.4992,8.8644,Omantai town,8,0
2001,80.4049,9.5242,Elephant Pass,44,0
2001,80.083333,9.75,Jaffna district,6,0
2001,80.1908,9.5882,Karativu Island,4,0
2001,80.2937,9.6364,Muhamalai town,4,0
2001,80.41667,9.16667,North Eastern province,5,0
2001,80.8,9.116667,Manal Aru stream,4,0
2001,79.9,8.983333,Mannar town,1,0
2001,81.0198,8.3594,Peraru locality,8,0
2001,80.885115,9.297655,water off Mullaittivu town,4,0
2001,80.151,9.66,Chavakachcheri town,2,0
2001,80.3093,9.7008,Nagarkovil town,6,0
2001,80.2702,9.6782,Eluthumadduval town,144,0
2001,81.8538,7.2165,Akkaraipattu town,5,0
2001,81.266667,8.45,Mutur town,5,1
2001,80.4971,8.7514,Vavuniya town,4,0
2001,81.028056,8.368333,Kantalai town,17,0
2001,80.962763,8.674397,Gomarankadawela village,12,2
2001,81.7418,7.0897,Kanchikudicharu locality,14,0
2001,81.533333,7.916667,Valaichchenai town,8,0
2001,81.083333,8.583333,Trincomalee district,4,0
2001,81.002744,7.93965,Polonnaruwa town,5,0
2001,80.266667,9.616667,Kilali town,6,0
2001,80.083333,8.866667,Mannar district,12,0
2001,79.8823,7.1756,Bandaranaike International Airport,20,0
2001,81.4997,7.75,Batticaloa district,3,1
2001,81.24523,7.951569,Welikanda town,3,1
2001,80.0137,9.6567,Jaffna town,1,0
2001,81.75,7.0833,Ampara district,12,1
2001,80.856352,9.040104,Janakapura village,31,0
2001,81.816667,7.416667,Kalmunai town,2,0
2001,80.35,8.85,Iranai Iluppaikkulam locality,2,0
2001,81.283333,8.4,Padditidal town,5,4
2001,80.4732,8.8117,Putukkulam locality,2,0
2001,81.268602,8.574601,Waters off Trincomale town,26,0
2001,81.6924,7.7102,Batticaloa town,2,0
2001,80.896294,9.253387,water off northeastern coast Sri Lanka,26,0
2001,81.2335,8.5711,Trincomalee town,4,0
2001,80.633333,7.75,Menikdeniya locality,3,0
2001,79.847778,6.931944,Colombo city,3,0
2001,80.3748,9.6467,Vadamaradchchi division,7,0
2001,81.7045,7.7387,Navalady town,4,4
2001,80.249483,9.851157,waters off Point Pedro town,7,3
2001,81.483333,8.016667,Mankerni town,1,0
2001,80.4051,8.3171,Anuradhapura district,2,0
2002,80.885115,9.297655,water off Mullaittivu town,3,0
2002,81.802029,7.76106,waters off Batticaloa town,2,2
2002,80.2937,9.6364,Muhamalai town,1,0
2003,80.083333,9.75,Jaffna district,1,0
2003,83.547475,11.307168,water 200 nautical miles off Mullaitivu town,11,0
2003,81.6924,7.7102,Batticaloa town,1,0
2003,81.268602,8.574601,Waters off Trincomale town,12,0
2003,79.847778,6.931944,Colombo city,1,0
2003,79.8656,6.8523,Dehiwala suburb,1,0
2004,81.6924,7.7102,Batticaloa town,1,0
2004,79.847778,6.931944,Colombo city,2,0
2004,81.483333,8.016667,Mankerni town,1,0
2004,79.8283,8.0362,Puttalam town,1,0
2004,81.002744,7.93965,Polonnaruwa town,2,0
2004,81.083333,8.583333,Trincomalee district,1,0
2005,80.2937,9.6364,Muhamalai town,1,0
2005,81.851061,7.11507,Tirrukkovil village,1,0
2005,81.028056,8.368333,Kantalai town,1,0
2005,81.2009,8.6728,Nilaveli town,1,0
2005,81.8267,6.8762,Pottuvil town,2,0
2005,81.266667,8.45,Mutur town,1,0
2005,81.6924,7.7102,Batticaloa town,1,0
2005,82.347162,7.86617,water off east coast Sri Lanka,1,0
2005,80.41667,9.16667,North Eastern province,1,0
2005,80.0137,9.6567,Jaffna town,2,0
2005,80.0233,9.7049,Kondavil town,7,0
2005,81.5773,7.7995,Vantharumoolai locality,1,0
2005,80.2214,9.6825,Kodikamam town,1,0
2005,79.551054,9.113834,water off Mannar island,3,0
2005,79.816667,9.083333,Pesalai locality,15,0
2005,80.216667,9.8,Puloli South locality,12,0
2005,80.033333,9.766667,Kadduva locality,2,0
2006,81,7,Sri Lanka,8,0
2006,81.268602,8.574601,Waters off Trincomale town,15,0
2006,81.267457,8.476995,waters off Mutur town,2,0
2006,80.3138,8.6659,Cheddikulam town,10,0
2006,81.083333,8.583333,Trincomalee district,5,1
2006,81.6924,7.7102,Batticaloa town,2,0
2006,81.683333,7.733333,Urani town,3,0
2006,79.162363,8.750403,waters off north-western coast Sri Lanka,5,0
2006,79.551054,9.113834,water off Mannar island,14,0
2006,81.266667,8.45,Mutur town,30,8
2006,80.2509,9.6756,Mirusavi locality,7,2
2006,81.2335,8.5711,Trincomalee town,4,2
2006,80.4971,8.7514,Vavuniya town,1,0
2006,80.35,8.983333,Mundumurippu town,5,0
2006,80.083333,9.75,Jaffna district,6,0
2006,80.498,8.8786,Vavuniya district,2,0
2006,81.183333,8.483333,Kinniya locality,1,0
2006,81.300397,8.324604,Serunuwara locality,1,0
2006,81.5773,7.7995,Vantharumoolai locality,2,0
2006,79.847778,6.931944,Colombo city,3,0
2006,81.41667,7.83333,former Eastern province,4,0
2006,80.083333,8.866667,Mannar district,2,1
2006,79.85,9.7,Kayts locality,7,5
2006,80.2,9.8,Nelliady town,7,0
2006,79.972202,9.542383,waters off Jaffna town,12,0
2006,81.0972,8.4995,Tampalakamam locality,2,0
2006,81,8,Polonnaruwa district,2,0
2006,80.2937,9.6364,Muhamalai town,33,0
2006,81.7334,7.6824,Kattankudy town,5,0
2006,80.0402,9.7035,Kopay locality,2,0
2006,79.95,8.866667,Naruvilikkulam town,1,0
2006,80.41667,9.16667,North Eastern province,6,0
2006,80.446249,9.129277,Vanni region,1,0
2006,80.4997,9.0186,Puliyankulam town,3,0
2006,80.8,9.116667,Manal Aru stream,2,0
2006,81.433333,8.016667,Kirimichchai locality,1,0
2006,80.916667,9.05,Kokkuttoduvai locality,1,0
2006,79.7628,8.2372,Water,6,0
2006,79.9728,8.7343,Kokkuppadayan locality,1,1
2006,80.033333,9.666667,Nallur town,2,0
2006,80.4992,8.8644,Omantai town,3,0
2006,81.433333,7.916667,Vakaneri town,17,0
2006,80.5499,9.25,Mullaittivu district,23,20
2006,81.5468,7.7121,Karadiyanaru town,8,0
2006,80.7341,7.2884,Digana town,1,0
2006,81.0492,8.646,Morawewa town,1,0
2006,80.0137,9.6567,Jaffna town,1,0
2006,81.028056,8.368333,Kantalai town,40,30
2006,80.2,9.5,Pooneryn town,260,0
2006,80.266667,9.616667,Kilali town,107,0
2006,81.4997,7.75,Batticaloa district,6,1
2006,81.291,8.4854,Sampoor locality,23,0
2006,80.885115,9.297655,water off Mullaittivu town,3,0
2006,81.75,7.0833,Ampara district,1,0
2006,81.4446,7.5827,Pullumalai locality,11,0
2006,81.483333,8.016667,Mankerni town,16,0
2006,80.6758,9.333,Kaiveli village,2,2
2006,80.75103,8.030504,Habarana village,103,0
2006,80.217,6.0367,Galle town,17,0
2006,81.5468,7.7121,Karadiyanaru locality,1,1
2006,81.849,7.1203,Thirukkovil  town,2,0
2006,79.710487,9.132504,Waters off Talaimannar village,5,0
2006,80.3982,9.3961,Kilinochchi town,5,5
2006,81.2009,8.6728,Nilaveli town,2,0
2006,79.245257,8.204474,Waters off Kalpitiya town,5,0
2006,80.233333,9.816667,Point Pedro town,1,0
2006,79.740666,7.725231,Water off Udappu village,4,0
2006,81.433333,8.133333,Vakarai town,39,13
2006,81.383333,7.966667,Punanai locality,6,0
2006,81.505853,7.944797,Thirukkondaiadimadu town,7,7
2006,79.923331,8.98148,Pallimunai locality,1,0
2007,81.7045,7.7387,Navalady town,1,0
2007,80.3138,8.6659,Cheddikulam town,2,0
2007,80.083333,8.866667,Mannar district,6,0
2007,80.498,8.8786,Vavuniya district,5,0
2007,80.0125,9.7299,Uduvil town,1,0
2007,81.4997,7.75,Batticaloa district,7,0
2007,81.666667,7.283333,Ampara town,2,0
2007,81.483333,8.016667,Mankerni town,5,0
2007,80.4971,8.7514,Vavuniya town,2,0
2007,80.47377,8.814171,Puthukulam village,5,0
2007,80.3093,9.7008,Nagarkovil town,2,0
2007,81.083333,8.583333,Trincomalee district,5,0
2007,81.75,7.0833,Ampara district,2,0
2007,81.383333,7.966667,Punanai locality,18,0
2007,80.151,9.66,Chavakachcheri town,1,0
2007,79.9917,9.7539,Sandilipay locality,1,0
2007,81.6924,7.7102,Batticaloa town,9,2
2007,82.347162,7.86617,water off east coast Sri Lanka,8,0
2007,79.611682,8.064093,water off Puttalam town,5,0
2007,80.083333,9.75,Jaffna district,3,0
2007,80.0137,9.6567,Jaffna town,1,0
2007,80.4992,8.8644,Omantai town,8,0
2007,80.166667,7.75,North Western province,2,0
2007,81.516667,7.916667,Oddaimavadi town,3,2
2007,81.027556,8.970945,Water off Pulmoddai village,11,0
2007,81.8267,6.8762,Pottuvil town,1,0
2007,80.2509,9.6756,Mirusavi locality,3,0
2007,81.35,7.533333,Maha Oya town,3,0
2007,81.816667,7.416667,Kalmunai town,2,0
2007,80.4051,8.3171,Anuradhapura district,17,5
2007,80.41667,9.16667,Northern province,3,0
2007,79.847778,6.931944,Colombo city,2,1
2007,81.591,7.786,Chenkalady town,8,4
2007,80.885115,9.297655,water off Mullaittivu town,15,0
2007,80,8.933333,Parayankulama locality,3,0
2007,80.2937,9.6364,Muhamalai town,5,0
2007,79.550455,9.123181,water off Mannar district,4,0
2007,81.24523,7.951569,Welikanda locality,2,0
2007,81.7334,7.6824,Kattankudy town,1,1
2007,80.083333,9.8,Palali locality,6,0
2007,81.2335,8.5711,Trincomalee town,1,0
2007,81.6038,7.7782,Eravur town,3,1
2007,80.8,9.116667,Manal Aru stream,3,0
2007,81.533333,7.866667,Thoppigala area,12,0
2007,81.41667,7.83333,Eastern province,6,1
2007,81.716667,7.616667,Kokkadicholai locality,3,0
2007,79.85,9.7,Kayts locality,2,0
2007,80.2,8.85,Madhu locality,3,0
2007,79.689615,9.512396,Delft island,22,0
2007,80.4299,8.7817,Pampaimadu locality,1,0
2007,81.783333,7.516667,Kalawanchikuddy town,1,0
2007,80.249483,9.851157,waters off Point Pedro town,40,0
2007,80.85,9.15,Alampil town,2,2
2007,80,8.783333,Veppankulam locality,1,0
2007,80.4136,8.9125,Palamoddai area,3,0
2007,81.7418,7.0897,Kanchikudicharu locality,5,0
2007,80.2712,8.7993,Periyathampanai area,7,0
2007,80.012149,9.041871,water off Vidattaltivu village,6,0
2007,80.216667,9.75,Varani,3,0
2007,80.1077,9.6494,Kovillakkanddy locality,4,0
2007,81.0517,8.4384,Mollipotana town,1,0
2007,80.233333,9.816667,Point Pedro town,1,0
2007,80.6993,9.049,Periyakulam locality,5,1
2007,80.303242,8.856197,Thampanaikulam locality,6,0
2007,80.5582,8.8023,Kallikkulam town,3,0
2007,80.5352,8.8646,Navatkulam locality,2,0
2007,80.3,8.85,Kuduruvitan Kulam,5,0
2007,80.383333,8.883333,Umayarattukulam town,3,0
2007,81.074167,5.808889,waters 700 nautical miles off southern coast,40,0
2007,80.266667,9.616667,Kilali town,4,0
2007,79.9712,9.754,Sittankerni locality,2,2
2007,80.3541,9.4212,Kilinochchi district,6,4
2007,80.316667,8.866667,Pokkaravani locality,2,0
2007,80.35,8.9,Vilattikulam locality,4,0
2007,80.2702,9.6782,Eluthumadduval town,8,0
2007,79.9,8.983333,Mannar town,6,0
2007,81.6605,7.0277,Bakmitiyawa locality,1,0
2007,79.921728,8.944967,Thallady locality,4,0
2007,79.207895,8.694095,Waters off northeast coast Sri Lanka,4,0
2007,79.957736,8.944423,Thirukethiswaram town,3,0
2007,79.9833,8.95,Narikkulam village,3,0
2007,81.4852,6.3984,Talgasmankada locality,7,0
2007,80.016667,8.883333,Parapakandal locality,15,0
2007,80.299113,8.88556,Mullikulam town,4,0
2007,79.997632,8.93262,Adampan town,13,0
2007,80.4269,8.8701,Karampai town,3,0
2007,80.027922,8.881455,Giant's Tank,4,0
2007,80.7556,8.7729,Padaviya tank,2,0
2007,80.2214,9.6825,Kodikamam town,1,0
2007,81.8164,6.931,Semani Kulam reservoir,3,0
2007,81.2006,8.6327,Illuppukulam locality,3,0
2007,79.983333,8.883333,Uyilankulam town,4,0
2007,80.2,8.916667,Palampiddi town,5,0
2007,79.930644,8.926344,Sirunavatkulam locality,2,0
2007,79.983333,8.951,Narik Kulam reservoir,5,0
2007,80.116667,9.183333,Vellankulama town,3,0
2007,80.916667,9.05,Kokkuttoduvai locality,2,0
2007,79.816667,9.083333,Pesalai locality,14,0
2007,80.05,9.816667,Urani locality,1,0
2007,80.326601,8.603561,Sinnasippikulam locality,4,0
2007,80.016667,8.933333,Kallikkulam town,3,0
2007,79.8987,8.3037,Kurusadi Kulam,2,0
2007,80.2785,9.6078,Ponnar locality,3,0
2007,79.983333,8.916667,Palaikkuli locality,2,0
2007,80.0627,8.7868,Tettakkuli locality,2,0
2007,80.3,8.833333,Kandaperumakulama reservoir,3,0
2007,79.689615,9.512396,Water,41,0
2008,80.083333,9.75,Jaffna district,8,0
2008,79.847778,6.931944,Colombo city,6,4
2008,80.016667,8.883333,Parapakandal locality,6,0
2008,80.05,9.016667,Vidattaltivu town,3,0
2008,80.083333,8.866667,Mannar district,8,0
2008,80.4051,8.3171,Anuradhapura district,14,13
2008,79.983333,8.916667,Palaikkuli locality,9,0
2008,80.498,8.8786,Vavuniya district,8,0
2008,80.5582,8.8023,Kallikkulam town,3,0
2008,80.4997,9.0186,Puliyankulam town,4,0
2008,80.2937,9.6364,Muhamalai town,11,0
2008,80.299113,8.88556,Mullikulam town,3,0
2008,80.41667,9.16667,Northern province,23,0
2008,81.4997,7.75,Batticaloa district,1,0
2008,80.35,8.9,Vilattikulam locality,3,0
2008,80.2832,9.6299,Averikadu town,4,0
2008,80.5345,8.7423,Madukanda town,3,0
2008,80.3093,9.7008,Nagarkovil town,3,0
2008,81.083333,8.583333,Trincomalee district,14,0
2008,81.2335,8.5711,Trincomalee town,1,0
2008,80.3982,9.3961,Kilinochchi town,24,0
2008,81,8,Polonnaruwa district,7,0
2008,80.8,9.116667,Manal Aru stream,7,0
2008,80.1317,9.6735,Kaithadi town,2,0
2008,81.333333,6.666667,Moneragala district,3,3
2008,80.916667,9.05,Kokkuttoduvai locality,3,0
2008,80.833333,9.133333,Andankulam town,4,0
2008,80.4459,9.3018,Iranamadu tank,15,0
2008,80.4622,8.7635,Nelukkulam town,1,0
2008,80.266667,9.616667,Kilali town,3,0
2008,81.266667,8.45,Mutur town,7,0
2008,81.1682,8.6426,Wilgam Wehera shrine,1,0
2008,80.016667,8.933333,Kallikkulam town,3,0
2008,80.2,8.85,Madhu locality,3,0
2008,81.5005,7.7518,Palamadu town,5,0
2008,80,8.933333,Parayankulama locality,5,0
2008,80.257351,8.789978,Periyapandirichchan locality,4,0
2008,80.6987,8.5157,Ethawetunuwewa locality,2,0
2008,81.2488,6.7608,Buttala town,2,0
2008,79.997632,8.93262,Adampan town,6,0
2008,80.856352,9.040104,Janakapura village,4,0
2008,80.829,9.0188,Kadduttaddamalai forest,1,0
2008,80.4002,9.4413,Paranthan town,6,0
2008,80.316667,8.866667,Pokkaravani locality,1,0
2008,80.383333,8.883333,Umayarattukulam town,3,0
2008,80.1429,8.7887,Nedunkulam locality,1,0
2008,80.233333,8.883333,Odanadan Kulam,2,0
2008,80.0064,8.94295,Nedunkandal locality,3,0
2008,80.7066,8.9973,Vennan Kulam reservoir,2,0
2008,80.4136,8.9125,Palamoddai area,3,0
2008,80.014926,8.908716,Kathankulam town,2,0
2008,80.75,6.166667,Southern province,3,0
2008,81.3,6.533333,Galge town,3,0
2008,80.3541,9.4212,Kilinochchi district,10,0
2008,80.446249,9.129277,Vanni region,20,0
2008,80.5352,8.8646,Navatkulam locality,2,0
2008,79.957736,8.944423,Thirukethiswaram town,2,0
2008,80.4269,8.8701,Karampai town,4,0
2008,80.027922,8.881455,Giant's Tank,4,0
2008,80.866667,9.05,Mankindimalai locality,6,0
2008,81,7,Sri Lanka,17,0
2008,80.5307,8.8844,Vedamakilam locality,2,0
2008,79.983333,8.95,Malikaittidal locality,2,0
2008,80.334206,8.938455,Periyavalayankaddukulam locality,1,0
2008,79.966667,8.95,Mantai town,4,0
2008,81.75,7.0833,Ampara district,4,2
2008,80.808433,8.982272,Kiriibbanwewa locality,2,0
2008,80.4834,8.8904,Kontakkarankulam locality,5,0
2008,80.8555,9.148551,Nayaru lagoon,14,0
2008,81.8161,7.0473,Thandiyadi subdivision,1,0
2008,81.6233,7.685,Vavunativu division,2,0
2008,80.213679,8.906013,Ramanathankulam locality,4,0
2008,80.016667,8.933333,Pikkulam locality,8,0
2008,80.0572,8.7736,Kalliadanchan forest,14,0
2008,80,7.133333,Gampaha district,13,12
2008,80.2,9.8,Nelliady town,1,0
2008,80.212879,8.856147,Sulainamarutamadu locality,3,0
2008,80,8.783333,Veppankulam locality,3,0
2008,80.033333,8.9,Alankulam locality,8,0
2008,80.333333,8.95,Chinnavalayankaddu locality,5,0
2008,80.204244,8.889044,Thadchanamarudamadu locality,5,0
2008,80.0137,9.6567,Jaffna town,3,0
2008,80.2,8.916667,Palampiddi town,3,0
2008,79.983333,8.966667,Veddayamurippu locality,2,0
2008,80.21,8.916667,Vinayakan Kulam reservoir,3,0
2008,80.6718,8.6393,Kebitigollewa locality,2,0
2008,81.666667,7.283333,Ampara town,6,5
2008,80.166667,8.983333,Periyamadhu town,5,0
2008,80.033333,8.883333,Koddaikulam locality,4,0
2008,80.35,8.983333,Mundumurippu town,1,0
2008,80.033333,8.933333,Karunkandalvannakulam town,11,0
2008,80.283333,9.05,Naddankandal town,10,0
2008,80.016667,8.95,Marattikannnaddi town,3,0
2008,80.4198,8.8775,Marathamadu locality,2,0
2008,80,8.966667,Pappamodai locality,2,0
2008,80.016667,8.916667,Velakulam locality,2,0
2008,80.008615,9.644755,Chiraththivu islet,13,0
2008,80.383333,8.95,Koyilkunchukkulam locality,2,0
2008,80.0333,8.8833,Udaiyadi locality,3,0
2008,80.4971,8.7514,Vavuniya town,6,0
2008,80.2,9.5,Pooneryn town,13,0
2008,80.4,8.933333,Navvi locality,4,0
2008,79.866667,9.033333,Erukkilampiddi  town,7,0
2008,81.85,7.266667,Palamunai town,2,0
2008,81.41667,7.83333,Eastern province,10,0
2008,80.5499,9.25,Mullaittivu district,9,0
2008,80.25,9.033333,Chiraddikulam town,15,0
2008,80.5047,9.0043,Kurukkalkulam locality,2,0
2008,80,8.95,Mullikandal town,2,0
2008,80.8114,9.018,Vedukkanary locality,2,0
2008,81.783333,7.533333,Kaluthavalai locality,1,0
2008,80.033333,8.95,Minnaniranchan locality,5,0
2008,80,8.95,Mullikkandal town,6,0
